Organism_ID,Pit,Phylum,Organism,code
240169.0,4.0893370276985985,Aquificae,Desulfurobacterium atlanticum (Strain: DSM 15668),38
240176.0,4.153093579886264,Fungi,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata) (Strain: Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003),74
240292.0,4.145811687453318,Cyanobacteria,Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis) (Strain: ATCC 29413 / PCC 7937),49
240302.0,4.152821304019184,Firmicutes,Halobacillus dabanensis (Strain: CGMCC 1.3704),40
240303.0,4.154640605118838,Firmicutes,Halobacillus aidingensis (Strain: CGMCC 1.3703),40
240427.0,4.143575746490374,Firmicutes,Lactobacillus paracollinoides (Strain: TMW 1.1995),40
240840.0,3.9691843046593624,Actinobacteria,Actinomadura meyerae (Strain: DSM 44715),48
241145.0,4.137183467535727,Bacteroidetes,Salegentibacter holothuriorum (Strain: DSM 23405),29
241244.0,4.14297873049383,Firmicutes,Rummeliibacillus stabekisii (Strain: NBRC 104870),40
241368.0,4.137908507900815,Proteobacteria,Desulfovibrio ferrophilus (Strain: IS5),1
241416.0,4.08571191074624,Proteobacteria,Mesorhizobium temperatum (Strain: SDW018),1
241478.0,4.199150362525658,Metazoa,Soboliphyme baturini,77
242161.0,4.115743082720567,Proteobacteria,Candidatus Paraburkholderia calva (Strain: UZHbot6),1
242163.0,4.101123345889313,Proteobacteria,Candidatus Burkholderia verschuerenii (Strain: UZHbot4),1
242231.0,4.146376713041825,Proteobacteria,Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090) (Strain: ATCC 700825 / FA 1090),1
242507.0,4.154244722350248,Fungi,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae) (Strain: 70-15 / ATCC MYA-4617 / FGSC 8958),74
242606.0,4.081355196535705,Proteobacteria,Luteibacter rhizovicinus (Strain: LP_13_YM),1
242619.0,4.167966074178398,Bacteroidetes,Porphyromonas gingivalis (strain ATCC BAA-308 / W83) (Strain: ATCC BAA-308 / W83),29
243061.0,4.035688542716469,Actinobacteria,Mycobacterium sherrisii (Strain: BC1_M4),48
243090.0,4.144257557401767,Planctomycetes,Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1) (Strain: DSM 10527 / NCIMB 13988 / SH1),13
243159.0,4.113345292628942,Proteobacteria,Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455) (Ferrobacillus ferrooxidans (strain ATCC 23270)) (Strain: ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455),1
243160.0,4.04010495893992,Proteobacteria,Burkholderia mallei (strain ATCC 23344) (Strain: ATCC 23344),1
243161.0,4.150400627171093,Chlamydiae,Chlamydia muridarum (strain MoPn / Nigg) (Strain: MoPn / Nigg),14
243164.0,4.144791297872932,Chloroflexi,Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195) (Dehalococcoides ethenogenes (strain 195)) (Strain: ATCC BAA-2266 / KCTC 15142 / 195),46
243230.0,4.033581513219002,Deinococcus-Thermus,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) (Strain: ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),35
243231.0,4.1074350359191865,Proteobacteria,Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) (Strain: ATCC 51573 / DSM 12127 / PCA),1
243232.0,4.068122267148654,Euryarchaeota,Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii) (Strain: ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440),63
243233.0,4.088975889710339,Proteobacteria,Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath) (Strain: ATCC 33009 / NCIMB 11132 / Bath),1
243243.0,4.031278040063614,Actinobacteria,Mycobacterium avium (strain 104) (Strain: 104),48
243261.0,4.088177444772069,Proteobacteria,Burkholderia sp. Ch1-1 (Strain: Ch1-1),1
243265.0,4.169358038865476,Proteobacteria,Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) (Strain: DSM 15139 / CIP 105565 / TT01),1
243272.0,4.05990589981289,Tenericutes,Mycoplasma arthritidis (strain 158L3-1) (Strain: 158L3-1),41
243273.0,4.095399662943249,Tenericutes,Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195) (Strain: ATCC 33530 / G-37 / NCTC 10195),41
243274.0,4.104666860316833,Thermotogae,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) (Strain: ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),37
243275.0,4.1261453318200445,Spirochaetes,Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222) (Strain: ATCC 35405 / CIP 103919 / DSM 14222),4
243276.0,4.132591610255593,Spirochaetes,Treponema pallidum (strain Nichols) (Strain: Nichols),4
243277.0,4.155993729017337,Proteobacteria,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) (Strain: ATCC 39315 / El Tor Inaba N16961),1
243365.0,4.084424922064009,Proteobacteria,Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757) (Strain: ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757),1
243924.0,4.108757778005195,Proteobacteria,Pseudomonas lutea (Strain: DSM 17257),1
243956.0,3.993840610494096,Proteobacteria,Roseomonas gilardii subsp. rosea (Strain: NCTC13290),1
244292.0,4.04456122601094,Actinobacteria,Mycobacterium nebraskense (Strain: DSM 44803),48
244319.0,4.162798851213541,Proteobacteria,Escherichia coli O26:H11 (Strain: FWSEC0001),1
244362.0,4.160122726623644,Firmicutes,Ruminococcus sp. YE71 (Strain: YE71),40
244366.0,4.13811001102097,Proteobacteria,Klebsiella variicola (Strain: A5),1
244447.0,4.188567487923477,Metazoa,Cynoglossus semilaevis (Tongue sole),77
244566.0,4.104021022343734,Proteobacteria,Pseudomonas lurida (Strain: LMG 21995),1
244584.0,4.071631016460456,Tenericutes,Mycoplasma testudineum (Strain: ATCC 700618),41
244592.0,4.105832198100831,Proteobacteria,Labrenzia alexandrii (strain DSM 17067 / NCIMB 14079 / DFL-11) (Stappia alexandrii) (Strain: DSM 17067 / NCIMB 14079 / DFL-11),1
244734.0,4.084508394572248,Proteobacteria,Bradyrhizobium betae (Strain: Opo-243),1
244735.0,4.03210331607888,Actinobacteria,Klugiella xanthotipulae (Strain: DSM 18031),48
244830.0,4.138095438713161,Firmicutes,Anaerospora hongkongensis (Strain: DSM 15969),40
245014.0,4.158995512411294,Firmicutes,butyrate-producing bacterium SS3/4 (Strain: SS3/4),40
245187.0,4.040189096848366,Proteobacteria,Loktanella fryxellensis (Strain: DSM 16213),1
245188.0,4.075240017145976,Proteobacteria,Yoonia vestfoldensis (Strain: SMR4r),1
246167.0,4.159116514409785,Proteobacteria,Vibrio crassostreae (Strain: GV1677),1
246191.0,4.151211972552573,Proteobacteria,Desulfovibrio ferrireducens (Strain: DSM 16995),1
246194.0,4.101337180401784,Firmicutes,Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901) (Strain: ATCC BAA-161 / DSM 6008 / Z-2901),40
246195.0,4.15535031708562,Proteobacteria,Dichelobacter nodosus (strain VCS1703A) (Strain: VCS1703A),1
246196.0,4.03463823685709,Actinobacteria,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis) (Strain: mc2 155),48
246197.0,4.034804703968413,Proteobacteria,Myxococcus xanthus (strain DK 1622) (Strain: DK 1622),1
246199.0,4.162445181391033,Firmicutes,Ruminococcus albus 8 (Strain: 8),40
246200.0,4.076893519811864,Proteobacteria,Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi) (Strain: ATCC 700808 / DSM 15171 / DSS-3),1
246264.0,4.0938236123431615,Aquificae,Hydrogenivirga caldilitoris (Strain: DSM 16510),38
246273.0,4.134746564434224,Proteobacteria,Wolbachia endosymbiont of Cimex lectularius (Strain: wCle),1
246404.0,4.157339151728751,Fungi,Chytriomyces confervae (Strain: CBS 675.73),74
246409.0,4.192354886755061,Fungi,Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar) (Strain: RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880),74
246410.0,4.166987258500721,Fungi,Coccidioides immitis (strain RS) (Valley fever fungus) (Strain: RS),74
246432.0,4.14192748038399,Firmicutes,Staphylococcus equorum (Strain: 738_7),40
246437.0,4.174831893667054,Metazoa,Tupaia chinensis (Chinese tree shrew),77
246786.0,4.137626336597833,Firmicutes,Bacillus indicus (Strain: DSM 16189),40
246787.0,4.1899285426751955,Bacteroidetes,Bacteroides cellulosilyticus (Strain: AF17-25),29
246969.0,4.086772769143955,Euryarchaeota,Thermococcus sp. AM4 (Strain: AM4),63
247156.0,3.9853669899189716,Actinobacteria,Nocardia farcinica (strain IFM 10152) (Strain: IFM 10152),48
247279.0,4.138045901383487,Cyanobacteria,Chroogloeocystis siderophila 5.2 s.c.1 (Strain: 5.2 s.c.1),49
247482.0,4.03026223304771,Proteobacteria,Tepidimonas aquatica (Strain: CLN-1),1
247490.0,4.1647510109530295,Planctomycetes,Candidatus Jettenia caeni,13
247523.0,4.152556325713932,Proteobacteria,Pseudoalteromonas aliena (Strain: EH1),1
247633.0,4.150763645456085,Proteobacteria,marine gamma proteobacterium HTCC2143 (Strain: HTCC2143),1
247634.0,4.136479823462951,Proteobacteria,marine gamma proteobacterium HTCC2148 (Strain: HTCC2148),1
247639.0,4.1238893840075175,Proteobacteria,marine gamma proteobacterium HTCC2080 (Strain: HTCC2080),1
248315.0,4.156385753225062,Firmicutes,Veillonella rodentium (Strain: NCTC12018),40
249188.0,4.14986853303559,Proteobacteria,Haemophilus pittmaniae (Strain: NCTC13335),1
249189.0,4.1365261031076015,Firmicutes,Enterococcus hermanniensis (Strain: DSM 17122),40
249265.0,4.137476088130316,Firmicutes,Lactobacillus delbrueckii subsp. indicus (Strain: JCM 15610),40
249351.0,4.1322352233453365,Bacteroidetes,Flavobacterium psychrolimnae (Strain: LMG 22018),29
249352.0,4.132443580670285,Bacteroidetes,Flavobacterium fryxellicola (Strain: DSM 16209),29
249408.0,4.048966272066906,Deinococcus-Thermus,Deinococcus marmoris (Strain: KOPRI26562),35
249567.0,3.9952444830823075,Actinobacteria,Streptomyces decoyicus (Strain: NRRL 2666),48
249581.0,3.992178069262125,Actinobacteria,Streptomyces ossamyceticus (Strain: SAI-001),48
251221.0,4.078475480016735,Cyanobacteria,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421) (Strain: ATCC 29082 / PCC 7421),49
251229.0,4.141150116187889,Cyanobacteria,Chroococcidiopsis thermalis (strain PCC 7203) (Strain: PCC 7203),49
251653.0,4.118915355928362,Proteobacteria,Pseudomonas coronafaciens pv. garcae (Strain: ICMP 4466),1
251654.0,4.115175617684557,Proteobacteria,Pseudomonas syringae pv. helianthi (Strain: ICMP 3263),1
251700.0,4.118434083879795,Proteobacteria,Pseudomonas coronafaciens pv. zizaniae (Strain: ICMP 8959),1
251701.0,4.11526230446007,Proteobacteria,Pseudomonas syringae group genomosp. 3 (Strain: CFBP 3800),1
251702.0,4.1158812665544176,Proteobacteria,Pseudomonas syringae pv. antirrhini (Strain: ICMP4303),1
251703.0,4.1166124008127705,Proteobacteria,Pseudomonas syringae pv. viburni (Strain: ICMP3963),1
251704.0,4.117426874231492,Proteobacteria,Pseudomonas syringae pv. berberidis (Strain: ICMP 4065),1
251706.0,4.115794454111418,Proteobacteria,Pseudomonas syringae pv. philadelphi (Strain: ICMP 8902),1
251707.0,4.114298653602662,Proteobacteria,Pseudomonas syringae pv. primulae (Strain: ICMP3956),1
251720.0,4.119032193149641,Proteobacteria,Pseudomonas amygdali pv. ulmi (Strain: CFBP 1407),1
251721.0,4.114609960977166,Proteobacteria,Pseudomonas amygdali pv. mellea (Strain: N6801),1
251722.0,4.1184468782170045,Proteobacteria,Pseudomonas amygdali pv. aesculi (Strain: ICMP8947),1
251723.0,4.114525117740106,Proteobacteria,Pseudomonas amygdali pv. hibisci (Strain: ICMP9623),1
251724.0,4.115965244660251,Proteobacteria,Pseudomonas amygdali pv. photiniae (Strain: ICMP 7847),1
252130.0,4.126154500036242,Proteobacteria,Uruburuella suis (Strain: DSM 17474),1
252230.0,3.98438816165889,Actinobacteria,Nocardioides ganghwensis (Strain: CGMCC 4.6875),48
252246.0,4.100381699740576,Firmicutes,Alicyclobacillus vulcanalis (Strain: DSM 16176),40
252305.0,4.065217306372172,Proteobacteria,Pseudooceanicola batsensis (strain ATCC BAA-863 / DSM 15984 / KCTC 12145 / HTCC2597) (Oceanicola batsensis) (Strain: ATCC BAA-863 / DSM 15984 / KCTC 12145 / HTCC2597),1
252393.0,4.159802386952971,Proteobacteria,Candidatus Erwinia dacicola (Strain: Oroville),1
252474.0,4.041502394201771,Proteobacteria,Thioalkalivibrio halophilus (Strain: HL17),1
252514.0,4.126893893641317,Proteobacteria,Microbulbifer thermotolerans (Strain: DSM 19189),1
252598.0,4.159452376882855,Fungi,Saccharomyces sp. 'boulardii' (Strain: biocodex),74
252740.0,4.1578633079050835,Fungi,Valsa sordida (Strain: YSFL),74
253108.0,4.043991582932144,Euryarchaeota,Natronolimnobius baerhuensis (Strain: CGMCC 1.3597),63
253184.0,3.9689090218776935,Actinobacteria,Myceligenerans xiligouense (Strain: DSM 15700),48
253237.0,4.091658001633615,Proteobacteria,Pseudomonas sp. phDV1 (Strain: phDV1),1
253239.0,4.146692102159262,Firmicutes,Ethanoligenens harbinense (Strain: X-29),40
253256.0,4.123415844036662,Firmicutes,Soehngenia saccharolytica (Strain: BOR-Y),40
253628.0,4.166303597662877,Fungi,Verruconis gallopava (Strain: CBS 43764),74
253703.0,4.156832186531348,Firmicutes,Paenibacillus antarcticus (Strain: CECT 5836),40
253839.0,3.981556385944265,Actinobacteria,Streptomyces sp. C (Strain: C),48
254056.0,4.165731932664502,Fungi,Fonsecaea monophora (Strain: CBS 269.37),74
254161.0,4.098444410046449,Proteobacteria,Pseudomonas pachastrellae (Strain: CCUG 46540),1
254246.0,4.164012853479592,Proteobacteria,Aquicella lusitana (Strain: DSM 16500),1
254356.0,4.0702993459654175,Proteobacteria,Roseibaca ekhonensis (Strain: CECT 7235),1
254357.0,4.050725551034937,Proteobacteria,Roseisalinus antarcticus (Strain: CECT 7023),1
254406.0,4.100151952754395,Proteobacteria,Shimia aestuarii (Strain: DSM 15283),1
254758.0,4.139455735600691,Firmicutes,Bacillus fortis (Strain: DSM 16012),40
254877.0,4.170800171470943,Fungi,Penicillium flavigenum (Strain: IBT 14082),74
254945.0,4.135463943641972,Proteobacteria,Ehrlichia ruminantium (strain Welgevonden) (Strain: Welgevonden [CIRAD]),1
255045.0,4.091374665395917,Proteobacteria,Bradyrhizobium canariense (Strain: UBMA195),1
255247.0,4.146398998881755,Firmicutes,Fictibacillus arsenicus (Strain: Con a/3),40
255457.0,4.103204114077875,Proteobacteria,Ochrobactrum lupini (Strain: LUP21),1
255519.0,4.148445260154732,Proteobacteria,Atlantibacter subterranea (Strain: AS_373),1
255705.0,3.986457117120133,Actinobacteria,Streptomyces sp. M7 (Strain: M7),48
256466.0,4.0920638082580245,Proteobacteria,Pseudomonas japonica (Strain: DSM 22348),1
256701.0,4.081132079072298,Actinobacteria,Glutamicibacter arilaitensis (Strain: JB182),48
256821.0,4.050399777158553,Actinobacteria,Gulosibacter molinativorax (Strain: ON4),48
256839.0,4.149661705638899,Proteobacteria,Shewanella decolorationis (Strain: Ni1-3),1
257309.0,4.11022526690948,Actinobacteria,Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis) (Strain: ATCC 700971 / NCTC 13129 / Biotype gravis),48
257310.0,4.048283323666439,Proteobacteria,Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus) (Strain: ATCC BAA-588 / NCTC 13252 / RB50),1
257311.0,4.049385712652726,Proteobacteria,Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253) (Strain: 12822 / ATCC BAA-587 / NCTC 13253),1
257313.0,4.052811441671713,Proteobacteria,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251) (Strain: Tohama I / ATCC BAA-589 / NCTC 13251),1
257314.0,4.140810041775957,Firmicutes,Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533) (Strain: CNCM I-1225 / La1 / NCC 533),40
257363.0,4.106568273028283,Proteobacteria,Rickettsia typhi (strain ATCC VR-144 / Wilmington) (Strain: ATCC VR-144 / Wilmington),1
257438.0,4.110512289801758,Proteobacteria,Gluconobacter thailandicus (Strain: LMG 1741),1
257708.0,4.000995956707067,Proteobacteria,Roseomonas gilardii (Strain: U14-5),1
257758.0,4.133413330335391,Firmicutes,Streptococcus pseudopneumoniae (Strain: Spain3473),40
257984.0,4.073101910603639,Actinobacteria,Glutamicibacter mysorens (Strain: DSM 12798),48
257986.0,4.150718101406495,Firmicutes,Bacillus thuringiensis serovar novosibirsk,40
258256.0,4.13024724595349,Proteobacteria,Pseudovibrio denitrificans (Strain: DSM 17465),1
258475.0,4.138906883995408,Firmicutes,Pelotomaculum propionicicum (Strain: MGP),40
258515.0,4.147333596464976,Firmicutes,Acetanaerobacterium elongatum (Strain: CGMCC 1.5012),40
258533.0,4.019719884965391,Actinobacteria,Mycolicibacterium cosmeticum (Strain: DSM 44829),48
258594.0,4.071864569664703,Proteobacteria,Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) (Strain: ATCC BAA-98 / CGA009),1
258723.0,4.129641175447699,Firmicutes,Marinilactibacillus piezotolerans (Strain: DSM 16108),40
259536.0,4.152770650446614,Proteobacteria,Psychrobacter arcticus (strain DSM 17307 / 273-4) (Strain: DSM 17307 / 273-4),1
259564.0,4.142690945706339,Euryarchaeota,Methanococcoides burtonii (strain DSM 6242 / NBRC 107633 / OCM 468 / ACE-M) (Strain: DSM 6242 / NBRC 107633 / OCM 468 / ACE-M),63
260084.0,4.112125411100154,Proteobacteria,Asticcacaulis taihuensis (Strain: CGMCC 1.3431),1
260085.0,4.074580810546006,Proteobacteria,Novosphingobium taihuense (Strain: CGMCC 1.3432),1
260086.0,3.9352894358536994,Actinobacteria,Pseudonocardia ammonioxydans (Strain: CGMCC 4.1877),48
260213.0,4.129193645454919,Proteobacteria,Wolbachia endosymbiont of Leptopilina clavipes (Strain: GBW),1
260364.0,4.146851319107799,Proteobacteria,Shewanella marisflavi (Strain: ECSMB14101),1
260552.0,4.133418984566969,Proteobacteria,Microbulbifer agarilyticus (Strain: GP101),1
260554.0,4.151881085288962,Firmicutes,Bacillus halotolerans (Strain: 72),40
260678.0,4.154928382683178,Proteobacteria,Salmonella enterica subsp. enterica serovar Goldcoast (Strain: Sal-5807),1
260710.0,4.136045247296427,Spirochaetes,Olavius algarvensis spirochete endosymbiont,4
260714.0,4.152982040614944,Proteobacteria,Campylobacter insulaenigrae (Strain: NCTC12929),1
260936.0,4.004644345600605,Actinobacteria,Rhodococcus sp. RD6.2 (Strain: RD6.2),48
261164.0,4.154564415325037,Proteobacteria,Psychrobacter alimentarius (Strain: PAMC 27889),1
261292.0,4.1575621300562,Proteobacteria,Nitrosomonas sp. (strain Is79A3) (Strain: Is79A3),1
261388.0,4.1221200375348985,Euryarchaeota,Ferroplasma sp. Type II,63
261391.0,4.127595831718738,Euryarchaeota,Thermoplasmatales archaeon Gpl,63
261392.0,4.154906430149432,Spirochaetes,Treponema porcinum (Strain: ATCC BAA-908),4
261474.0,4.143384273964304,Firmicutes,Pelotomaculum sp. FP (Strain: FP),40
261654.0,3.9458631556752364,Actinobacteria,Micromonospora auratinigra (Strain: DSM 44815),48
262004.0,4.132308123519134,Bacteroidetes,Winogradskyella thalassocola (Strain: DSM 15363),29
262005.0,4.139147358833922,Bacteroidetes,Winogradskyella epiphytica (Strain: CECT 7945),29
262006.0,4.13229086273582,Bacteroidetes,Winogradskyella eximia (Strain: CECT 7946),29
262076.0,4.126519503605329,Proteobacteria,Marinobacter flavimaris (Strain: KCTC 12185),1
262209.0,3.9627888070046935,Actinobacteria,Janibacter melonis (Strain: M714),48
262316.0,4.027605736530446,Actinobacteria,Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) (Mycobacterium paratuberculosis) (Strain: ATCC BAA-968 / K-10),48
262320.0,4.134838545382136,Bacteroidetes,Flavobacterium frigidimaris (Strain: DSM 15937),29
262324.0,4.065847702721992,Proteobacteria,Lysobacter gummosus (Strain: 3.2.11),1
262489.0,4.098946277225094,Proteobacteria,delta proteobacterium MLMS-1 (Strain: MLMS-1),1
262543.0,4.13373163389416,Firmicutes,Exiguobacterium sibiricum (strain DSM 17290 / JCM 13490 / 255-15) (Strain: DSM 17290 / JCM 13490 / 255-15),40
262667.0,4.061650629162128,Proteobacteria,Sphingopyxis sp. C-1 (Strain: C-1),1
262698.0,4.105290249804266,Proteobacteria,Brucella abortus biovar 1 (strain 9-941) (Strain: 9-941),1
262719.0,4.050219387672673,Tenericutes,Mycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110) (Strain: J / ATCC 25934 / NCTC 10110),41
262722.0,4.0500188077914085,Tenericutes,Mycoplasma hyopneumoniae (strain 7448) (Strain: 7448),41
262723.0,4.062752282115249,Tenericutes,Mycoplasma synoviae (strain 53) (Strain: 53),41
262724.0,3.9340223269120336,Deinococcus-Thermus,Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039) (Strain: HB27 / ATCC BAA-163 / DSM 7039),35
262768.0,4.091139338643859,Tenericutes,Onion yellows phytoplasma (strain OY-M) (Strain: OY-M),41
262898.0,3.950458739509679,Actinobacteria,Micromonospora mirobrigensis (Strain: DSM 44830),48
263067.0,4.065039646857431,Proteobacteria,Malikia granosa (Strain: P1),1
263358.0,3.976167830870844,Actinobacteria,Verrucosispora maris (strain AB-18-032) (Strain: AB-18-032),48
263475.0,4.139747221514014,Firmicutes,Viridibacillus arvi (Strain: DSM 16317),40
263723.0,4.153360018214293,Proteobacteria,Idiomarina fontislapidosi (Strain: F23),1
263724.0,4.153369751863596,Proteobacteria,Idiomarina ramblicola (Strain: R22),1
263820.0,4.09856360290214,Euryarchaeota,Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828) (Strain: ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828),63
263852.0,4.127814310097909,Firmicutes,Pilibacter termitis (Strain: ATCC BAA-1030),40
264023.0,4.137515935840402,Bacteroidetes,Mariniflexile fucanivorans (Strain: DSM 18792),29
264198.0,4.0786727264948475,Proteobacteria,Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134)) (Strain: JMP134 / LMG 1197),1
264199.0,4.131870852929698,Firmicutes,Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311) (Strain: ATCC BAA-250 / LMG 18311),40
264201.0,4.157475979563813,Chlamydiae,Protochlamydia amoebophila (strain UWE25) (Strain: UWE25),14
264202.0,4.154275985248123,Chlamydiae,Chlamydia felis (strain Fe/C-56) (Chlamydophila felis) (Strain: Fe/C-56),14
264203.0,4.138141752933531,Proteobacteria,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4) (Strain: ATCC 31821 / ZM4 / CP4),1
264251.0,3.9139359451037814,Actinobacteria,Cellulosimicrobium funkei (Strain: U11),48
264445.0,3.98337536089223,Actinobacteria,Streptomyces hygroscopicus subsp. limoneus (Strain: ATCC 21432 / NBRC 12704 / KCTC 1717 / KCCM 11405),48
264450.0,4.118445648189598,Proteobacteria,Pseudomonas syringae pv. castaneae (Strain: ICMP9419),1
264451.0,4.116058925515478,Proteobacteria,Pseudomonas syringae pv. cerasicola (Strain: CFBP 6110),1
264452.0,4.116193198836204,Proteobacteria,Pseudomonas amygdali pv. ciccaronei (Strain: ICMP5710),1
264453.0,4.118941054224951,Proteobacteria,Pseudomonas syringae pv. coriandricola (Strain: ICMP 12341),1
264454.0,4.11731411444625,Proteobacteria,Pseudomonas syringae pv. cunninghamiae (Strain: ICMP11894),1
264455.0,4.116666835159883,Proteobacteria,Pseudomonas syringae pv. daphniphylli (Strain: ICMP9757),1
264457.0,4.116316081036005,Proteobacteria,Pseudomonas syringae pv. rhaphiolepidis (Strain: ICMP9756),1
264458.0,4.111836095920217,Proteobacteria,Pseudomonas syringae pv. solidagae (Strain: ICMP16925),1
264459.0,4.118263015902517,Proteobacteria,Pseudomonas syringae pv. spinaceae (Strain: ICMP16929),1
264462.0,4.155291719341893,Proteobacteria,Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100) (Strain: ATCC 15356 / DSM 50701 / NCIB 9529 / HD100),1
264697.0,4.141457436768366,Firmicutes,Bacillus muralis (Strain: G25-68),40
264730.0,4.115390201095979,Proteobacteria,Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6)) (Strain: 1448A / Race 6),1
264731.0,4.1964050112277,Bacteroidetes,Prevotella ruminicola (strain ATCC 19189 / JCM 8958 / 23) (Strain: ATCC 19189 / JCM 8958 / 23),29
264732.0,4.093234300012956,Firmicutes,Moorella thermoacetica (strain ATCC 39073 / JCM 9320) (Strain: ATCC 39073 / JCM 9320),40
264736.0,4.163920791702045,Proteobacteria,Photobacterium frigidiphilum (Strain: JCM 12947),1
264951.0,4.16232478237279,Fungi,Byssochlamys spectabilis (Paecilomyces variotii) (Strain: CBS 101075),74
265072.0,4.129439908479238,Proteobacteria,Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875) (Strain: KT / ATCC 51484 / DSM 6875),1
265175.0,4.120581870248262,Proteobacteria,Kingella potus (Strain: NCTC13336),1
265293.0,4.059411580933859,Proteobacteria,[Pseudomonas] mesoacidophila (Strain: ATCC 31433),1
265311.0,4.083573211682616,Tenericutes,Mesoplasma florum (strain ATCC 33453 / NBRC 100688 / NCTC 11704 / L1) (Acholeplasma florum) (Strain: ATCC 33453 / NBRC 100688 / NCTC 11704 / L1),41
265546.0,4.162376515449456,Firmicutes,Anoxybacillus ayderensis (Strain: MT-Cab),40
265668.0,4.157227168376771,Proteobacteria,Vibrio ponticus (Strain: CAIM 1751),1
265719.0,4.016806758862351,Proteobacteria,Aquimonas voraii (Strain: DSM 16957),1
265726.0,4.152036744207098,Proteobacteria,Photobacterium halotolerans (Strain: MELD1),1
265883.0,4.1563208440349735,Proteobacteria,Hydrogenovibrio thermophilus (Strain: JR-2),1
265959.0,4.0911743868202075,Proteobacteria,Komagataeibacter saccharivorans (Strain: CV1),1
265960.0,4.08910941610353,Proteobacteria,Komagataeibacter nataicola (Strain: RZS01),1
266117.0,3.972984763435496,Actinobacteria,Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129) (Strain: DSM 9941 / NBRC 16129),48
266128.0,4.048904850660161,Proteobacteria,Stenotrophomonas koreensis (Strain: DSM 17805),1
